year,file_name,employee_num
2016,1563227_000121390017006681_f10k2016_sipupcorporation.htm.txt,2
2016,1038277_000151597117000057_inis10k123116.htm.txt,28
2016,1403802_000139390517000113_spdl_10k.htm.txt,5
2016,1378992_000137899216000097_form10k.htm.txt,21000
2016,1383183_000149315217002118_form10-k.htm.txt,55
2016,1087294_000162828017002485_a2016-10k.htm.txt,82
2016,1379527_000119312517059316_d280074d10k.htm.txt,0
2016,1617242_000156459016024782_krny-10k_20160630.htm.txt,424
2016,1399935_000114420417016068_v461440_10k.htm.txt,6701
2016,1124941_000114420416135949_v452263_10k.htm.txt,5042
2016,1594337_000155837016010582_cori-20160930x10k.htm.txt,212
2016,1297184_000129718417000007_amph-20161231x10k.htm.txt,1541
2016,1096938_000147793217002659_ueec_10k.htm.txt,4
2016,1609951_000143774917004230_ncom20161231_10k.htm.txt,297
2016,1608638_000162828016022032_civi-930201610xk.htm.txt,22300
2016,1570774_000104746917001337_a2231155z10-k.htm.txt,700
2016,1435224_000157587217000090_10k.htm.txt,0
2016,1425292_000142529217000019_uan2016form10-k123116.htm.txt,299
2016,764579_000107261317000190_form10k_18047.htm.txt,96
2016,1610682_000161068217000068_usdp-2016x10k.htm.txt,72
2016,886136_000114420417013932_v460751_10k.htm.txt,783
2016,1562107_000146970917000051_acxa10k_123116apg.htm.txt,3
2016,1367064_000136706417000014_a201610kaplp.htm.txt,0
2016,354908_000035490817000005_flir-12312016x10k.htm.txt,3436
2016,1520358_000149315217002786_form10k.htm.txt,1
2016,1263364_000121390017003107_f10k2016_jowayhealth.htm.txt,82
2016,1183082_000105291817000151_gfnl10kmar717.htm.txt,1
2016,1175454_000117545417000005_flt_10-kx12312016.htm.txt,7100
2016,1108205_000110820517000006_cris-20161231x10k.htm.txt,58
2016,1546381_000156459017005083_rlje-10k_20161231.htm.txt,23
2016,64040_000006404017000015_spgi-20161231x10k.htm.txt,20000
2016,1553830_000114420417017985_v462276_10k.htm.txt,55
2016,1474098_000147409817000010_peb-20161231x10k.htm.txt,26
2016,1098996_000109690617000278_oranco.htm.txt,0
2016,920148_000092014817000018_lh10-k2016.htm.txt,52000
2016,896841_000089684117000052_avid-12312016x10k.htm.txt,1591
2016,1522727_000155837017000559_usac-20161231x10k.htm.txt,433
2016,949158_000094915817000008_cray-12312016x10k.htm.txt,1312
2016,69633_000114420416123247_v448033_10k.htm.txt,984
2016,937941_000149315217002504_form10-k.htm.txt,3576
2016,729986_000119312517065038_d295425d10k.htm.txt,1701
2016,911109_000156459017000888_mini-10k_20161231.htm.txt,1998
2016,1275229_000155837017001886_gmo-20161231x10k.htm.txt,15
2016,1434524_000114420417008828_v458431_10k.htm.txt,19
2016,764038_000155837017000989_ssb-20161231x10k.htm.txt,2055
2016,1016125_000101612517000046_ulti-20161231x10k.htm.txt,10000
2016,1534525_000168316817000749_xenetic_10k-123116.htm.txt,7
2016,1160945_000147793217001193_nova_10k.htm.txt,0
2016,96536_000009653616000053_tayd201610k.htm.txt,114
2016,1402829_000140282917000009_orn12312016.htm.txt,1150
2016,1080657_000156459017004724_netr-10k_20161231.htm.txt,26
2016,1412270_000141227017000009_a2016q410-kcarecom.htm.txt,412
2016,1108524_000110852417000006_crm-2017131x10k.htm.txt,25000
2016,1318641_000131864117000012_cbli-123116x10k.htm.txt,25
2016,1575965_000157596517000006_glpi-20161231x10k.htm.txt,751
2016,1370804_000137080417000003_medd10k123116.htm.txt,1
2016,1569187_000156918717000008_ahh-12312016x10k.htm.txt,151
2016,931755_000113075817000018_k214-16.htm.txt,0
2016,1553734_000147793217000849_imste_10k.htm.txt,0
2016,1509477_000114420417024227_v462676_10k.htm.txt,88
2016,801337_000080133717000070_wbs-10k2016.htm.txt,3168
2016,902274_000090227417000034_form10-k.htm.txt,6237
2016,1598968_000155837017001155_am-20161231x10k.htm.txt,480
2016,891024_000089102416000012_pdco430201610-k.htm.txt,7000
2016,1594617_000156459017002967_lq-10k_20161231.htm.txt,7333
2016,714310_000071431017000087_vly-12312016x10k.htm.txt,2828
2016,1465128_000155837017000816_stwd-20161231x10k.htm.txt,340
2016,1490161_000168316817000833_blackridge_10kv2-123116.htm.txt,8
2016,75340_000114420417017217_v462121_10k.htm.txt,115
2016,1099369_000106299316012523_form10k.htm.txt,23
2016,1362988_000136298817000004_ayrq4201610-k.htm.txt,102
2016,1000683_000114420417017902_v462371_10k.htm.txt,122
